name,slug,category,pillar,description,url,aliases,parent_slug
Gestão Google Classroom by Foreducation EdTech,gestao-integracao-classroom-by-foreducation-edtech,Gestão Google Classroom by Foreducation EdTech,Gestão,"O Gestão Google Classroom by Foreducation EdTech é um sistema que integra o TOTVS Educacional à plataforma do Google Classroom. Com ele, você pode aplicar e editar trilhas de aprendizagem multimídia na plataforma e acompanhar sua operação acadêmica por meio de dashboards dinâmicos e intuitivos, potencializando a experiência digital na sua instituição de ensino.",https://produtos.totvs.com/produto/gestao-integracao-classroom-by-foreducation-edtech/,Gestão Google Classroom by Foreducation EdTech|gestao integracao classroom by foreducation edtech,
Gestão de Despesas by Stuo Expense,gestao-de-despesas-by-stuo-expense,Gestão de Despesas by Stuo Expense,Gestão,"Com o Gestão de Despesas by Stuo Expense sua empresa elimina papel, planilhas e qualquer processo manual de gestão de despesa. Controle tudo automaticamente e tenha mais eficiência na prestação de contas.",https://produtos.totvs.com/produto/gestao-de-despesas-by-stuo-expense/,Gestão de Despesas by Stuo Expense|gestao de despesas by stuo expense,
Gestão de Frotas,gestao-de-frotas,Gestão de Frotas,Gestão,,https://produtos.totvs.com/produto/gestao-de-frotas/,Gestão de Frotas|gestao de frotas,
TOTVS Gestão de Frotas - Linha Datasul,linha-datasul-totvs-gestao-de-frotas,Gestão de Frotas,Gestão,"O TOTVS Gestão de Frotas – Linha Datasul é um sistema de gestão especialista desenvolvido para a administração das variáveis que envolvem a manutenção e os custos da sua frota. Controle processos de abastecimento, lubrificação, manutenção mecânica, pneus, peças, documentação, seguros, entre outros.",https://produtos.totvs.com/produto/gestao-de-frotas/linha-datasul-totvs-gestao-de-frotas/,TOTVS Gestão de Frotas - Linha Datasul|Gestão de Frotas - Linha Datasul|Gestão de Frotas|linha datasul totvs gestao de frotas,gestao-de-frotas
TOTVS Gestão de Frotas - Linha Protheus,linha-protheus-totvs-gestao-de-frotas,Gestão de Frotas,Gestão,"Conte com um sistema completo para o planejamento e controle de frotas, potencialize a gestão de abastecimentos, pneus, planejamento e execução de manutenção.",https://produtos.totvs.com/produto/gestao-de-frotas/linha-protheus-totvs-gestao-de-frotas/,TOTVS Gestão de Frotas - Linha Protheus|Gestão de Frotas - Linha Protheus|Gestão de Frotas|linha protheus totvs gestao de frotas,gestao-de-frotas
Gestão de Parques e Clubes by Tríade,gestao-de-parques-e-clubes-by-triade,Gestão de Parques e Clubes by Tríade,Gestão,"O Gestão de Parques e Clubes atende todas as necessidades operacionais e administrativas do segmento e conta com funções de controle de acesso, controle de consumo e gestão para venda de ingressos.",https://produtos.totvs.com/produto/gestao-de-parques-e-clubes-by-triade/,Gestão de Parques e Clubes by Tríade|gestao de parques e clubes by triade,
Gestão de Vendas by Retail App,gestao-de-vendas-by-retail-app,Gestão de Vendas by Retail App,Gestão,"O Gestão de Vendas by Retail App permite a análise de dados do seu varejo e facilita a gestão da loja em tempo real. A ferramenta possui integração nativa com TOTVS Varejo Franquias e Redes, TOTVS Varejo Lojas – Linha Protheus, TOTVS Varejo Food Service e TOTVS Moda.",https://produtos.totvs.com/produto/gestao-de-vendas-by-retail-app/,Gestão de Vendas by Retail App|gestao de vendas by retail app,
Backoffice SaaS,backoffice-saas,Hotelaria,Gestão,,https://produtos.totvs.com/produto/hotelaria/backoffice-saas/,Backoffice SaaS,hotelaria
Gestor de Canais by CM Reservas,gestor-de-canais-by-cm-reservas,Hotelaria,Gestão,"O Gestor de Canais by CM Reservas é um sistema que centraliza a gestão de seus canais de venda em um só lugar. Com isso, você não perde tempo atualizando os dados de reservas, preços e disponibilidade em cada plataforma.",https://produtos.totvs.com/produto/hotelaria/gestor-de-canais-by-cm-reservas/,Gestor de Canais by CM Reservas,hotelaria
Hotelaria,hotelaria,Hotelaria,Gestão,Os produtos TOTVS estão em constante evolução para transpor desafios e acompanhar cada etapa da jornada digital da sua empresa.,https://produtos.totvs.com/produto/hotelaria/,Hotelaria,
Reservas Corporativas by B2B Reservas,reservas-corporativas-by-b2b-reservas,Hotelaria,Gestão,,https://produtos.totvs.com/produto/hotelaria/reservas-corporativas-by-b2b-reservas/,Reservas Corporativas by B2B Reservas,hotelaria
RMS Hotelaria by Bebook,rms-hotelaria-by-bebook,Hotelaria,Gestão,,https://produtos.totvs.com/produto/hotelaria/rms-hotelaria-by-bebook/,RMS Hotelaria by Bebook,hotelaria
TOTVS Hotelaria Distribuição,hotelaria-distribuicao,Hotelaria,Gestão,"O TOTVS Hotelaria Distribuição é uma solução com estrutura modular e permite que você monte o pacote mais adequado para sua operação hoteleira. Além disso, ela atende todas as suas demandas operacionais, como: controladoria, recepção de hóspedes, distribuição e reservas, almoxarifado, entre outras.",https://produtos.totvs.com/produto/hotelaria/hotelaria-distribuicao/,TOTVS Hotelaria Distribuição|Hotelaria Distribuição|hotelaria distribuicao,hotelaria
TOTVS Hotelaria Emissão e Custódia,totvs-emissao-e-custodia,Hotelaria,Gestão,,https://produtos.totvs.com/produto/hotelaria/totvs-emissao-e-custodia/,TOTVS Hotelaria Emissão e Custódia|Hotelaria Emissão e Custódia|totvs emissao e custodia,hotelaria
TOTVS Hotelaria Menu Digital,menu-digital,Hotelaria,Gestão,"O TOTVS Hotelaria Menu Digital é um sistema móvel, com tecnologia de geolocalização, desenvolvido para melhorar a experiência de hospedagem no setor de hotelaria, proporcionando mais autonomia aos clientes. Contratado por assinatura, ele roda 100% em nuvem e não exige grande infraestrutura de tecnologia em seu hotel.",https://produtos.totvs.com/produto/hotelaria/menu-digital/,TOTVS Hotelaria Menu Digital|Hotelaria Menu Digital|menu digital,hotelaria
TOTVS Hotelaria Otimizador de Receitas,totvs-hotelaria-otimizador-de-receitas,Hotelaria,Gestão,,https://produtos.totvs.com/produto/hotelaria/totvs-hotelaria-otimizador-de-receitas/,TOTVS Hotelaria Otimizador de Receitas|Hotelaria Otimizador de Receitas,hotelaria
TOTVS Hotelaria PDV - Linha Hotal,totvs-hotelaria-pdv-linha-hotal,Hotelaria,Gestão,"O TOTVS Hotelaria PDV – Linha Hotal é um sistema completo de gestão de ponto de vendas vocacionado para atender as necessidades específicas do setor hoteleiro. Com ele, você controla a venda de produtos e serviços dentro do seu hotel, seja no restaurante, no bar, na piscina e onde mais você precisar.",https://produtos.totvs.com/produto/hotelaria/totvs-hotelaria-pdv-linha-hotal/,TOTVS Hotelaria PDV - Linha Hotal|Hotelaria PDV - Linha Hotal|Hotelaria PDV|Linha Hotal|totvs hotelaria pdv linha hotal,hotelaria
TOTVS Hotelaria PMS - Linha Hotal,totvs-hotelaria-pms-linha-hotal,Hotelaria,Gestão,"O TOTVS Hotelaria PMS – Linha Hotal é um sistema que cobre todas as demandas operacionais hoteleiras da sua empresa, desde a gestão das reservas até o checkout dos hóspedes, passando por governança, serviços e gestão de eventos, entre outros.",https://produtos.totvs.com/produto/hotelaria/totvs-hotelaria-pms-linha-hotal/,TOTVS Hotelaria PMS - Linha Hotal|Hotelaria PMS - Linha Hotal|Hotelaria PMS|Linha Hotal|totvs hotelaria pms linha hotal,hotelaria
TOTVS Hotelaria PMS SaaS,pms-saas,Hotelaria,Gestão,"O TOTVS Hotelaria PMS SaaS é uma solução voltada para o segmento de Hotelaria, com ferramentas de gestão para administrar de forma automática reservas, tarifas, trocas de quarto, operação de bebidas e alimentação, pagamentos, emissão de notas e documentos fiscais, entre outros.",https://produtos.totvs.com/produto/hotelaria/pms-saas/,TOTVS Hotelaria PMS SaaS|Hotelaria PMS SaaS|pms saas,hotelaria
TOTVS Hotelaria POS,pos,Hotelaria,Gestão,"O TOTVS Hotelaria POS é uma suíte completa de ferramentas para estabelecimentos hoteleiros. Com ela, você incorpora automaticamente os dados dos pontos de venda diretamente ao Front Office e aos sistemas de gestão fiscal, contábil e financeira, com muito mais eficiência para suas operações.",https://produtos.totvs.com/produto/hotelaria/pos/,TOTVS Hotelaria POS|Hotelaria POS|pos,hotelaria
Diagnóstico de Ambiente,diagnostico-de-ambiente,Infra Services,Gestão,Conte com o Diagnóstico de Ambiente da área Delivery Center para apontar gaps na infraestrutura de sua empresa e indicar melhorias para o desempenho do seu ambiente digital.,https://produtos.totvs.com/produto/servicos/infra-services/diagnostico-de-ambiente/,Diagnóstico de Ambiente|diagnostico de ambiente,infra-services
Projetos de Infraestrutura de Software,projetos-de-infraestrutura-de-software,Infra Services,Gestão,,https://produtos.totvs.com/produto/servicos/infra-services/projetos-de-infraestrutura-de-software/,Projetos de Infraestrutura de Software,infra-services
Sizing,sizing,Infra Services,Gestão,"Conte com um serviço de consultoria da área Delivery Center da TOTVS, que permite determinar qual é a necessidade de infraestrutura e investimento em tecnologia na sua empresa. Sua empresa terá apoio técnico especializado para dimensionar o projeto de infraestrutura para soluções TOTVS.",https://produtos.totvs.com/produto/servicos/infra-services/sizing/,Sizing,infra-services
Tuning Pack,tuning-pack,Infra Services,Gestão,Conte com o serviço de Tuning Pack para levantamento do seu ambiente digital e desenho de um plano de manutenção mais eficiente para sua infraestrutura de tecnologia.,https://produtos.totvs.com/produto/servicos/infra-services/tuning-pack/,Tuning Pack,infra-services
Insights by Targit,insights-by-targit,Insights by Targit,Gestão,,https://produtos.totvs.com/produto/insights-by-targit/,Insights by Targit,
Integrador Plataformas Educacionais by WorkNow,integrador-plataformas-educacionais-by-worknow,Integrador Plataformas Educacionais by WorkNow,Gestão,O Integrador Plataformas Educacionais by WorkNow é um sistema para conectar plataformas EAD e distribuição de conteúdo ao TOTVS Educacional.,https://produtos.totvs.com/produto/integrador-plataformas-educacionais-by-worknow/,Integrador Plataformas Educacionais by WorkNow,
Integrador de Conversas by Worknow,integrador-de-conversas-by-worknow,Integrador de Conversas by Worknow,Gestão,,https://produtos.totvs.com/produto/integrador-de-conversas-by-worknow/,Integrador de Conversas by Worknow,
Inteligência Artificial,inteligencia-artificial,Inteligência Artificial,Gestão,Agosto começa com IBS e CBS obrigatórios. Sua empresa está pronta?,https://produtos.totvs.com/produto/inteligencia-artificial/,Inteligência Artificial|inteligencia artificial,
TOTVS Carol Plataforma,totvs-carol-plataforma,Inteligência Artificial,Gestão,A TOTVS Carol Plataforma oferece capacidade de processamento para grande volume de dados e ferramentas de machine learning para você criar softwares e aplicativos inovadores e disruptivos.,https://produtos.totvs.com/produto/inteligencia-artificial/totvs-carol-plataforma/,TOTVS Carol Plataforma|Carol Plataforma,inteligencia-artificial
Inteligência Fiscal by IOB,inteligencia-fiscal-by-iob,Inteligência Fiscal by IOB,Gestão,O Inteligência Fiscal by IOB faz a auditoria de dados e cruza informações para encontrar inconsistências e antecipar a correção de erros relacionados às obrigações fiscais e contábeis de sua empresa.,https://produtos.totvs.com/produto/inteligencia-fiscal-by-iob/,Inteligência Fiscal by IOB|inteligencia fiscal by iob,
Inteligência Jurídica by Deep Legal,inteligencia-juridica-by-deep-legal,Inteligência Jurídica by Deep Legal,Gestão,Conte com o sistema de jurimetria para potencializar o monitoramento e análise de dados de processos e tenha uma gestão detalhada dos processos jurídicos.,https://produtos.totvs.com/produto/inteligencia-juridica-by-deep-legal/,Inteligência Jurídica by Deep Legal|inteligencia juridica by deep legal,
Inteligência de Estoque by Systock,inteligencia-de-estoque-by-systock,Inteligência de Estoque by Systock,Gestão,,https://produtos.totvs.com/produto/inteligencia-de-estoque-by-systock/,Inteligência de Estoque by Systock|inteligencia de estoque by systock,
Inteligência de dados,inteligencia-de-dados,Inteligência de dados,Gestão,Os produtos TOTVS estão em constante evolução para transpor desafios e acompanhar cada etapa da jornada digital da sua empresa.,https://produtos.totvs.com/produto/inteligencia-de-dados/,Inteligência de dados|inteligencia de dados,
Gestão de Documentos Jurídicos by Legal Desk,gestao-de-documentos-juridicos-by-legal-desk,Jurídico,Gestão,O Gestão de Documentos Jurídicos by Legal Desk é um sistema que permite ao escritório organizar e compartilhar documentos eletrônicos com total controle e segurança.,https://produtos.totvs.com/produto/juridico/gestao-de-documentos-juridicos-by-legal-desk/,Gestão de Documentos Jurídicos by Legal Desk|gestao de documentos juridicos by legal desk,juridico
Jurídico,juridico,Jurídico,Gestão,Os produtos TOTVS estão em constante evolução para transpor desafios e acompanhar cada etapa da jornada digital da sua empresa.,https://produtos.totvs.com/produto/juridico/,Jurídico|juridico,
TOTVS Departamentos Jurídicos,departamentos,Jurídico,Gestão,"O TOTVS Departamentos Jurídicos é uma solução voltada para o gerenciamento de departamentos jurídicos de empresas. Trata-se de um sistema versátil, capaz de atender às principais demandas administrativas e operacionais desse segmento, com inovações que reduzem a burocracia e o vaivém de papéis e documentos.",https://produtos.totvs.com/produto/juridico/departamentos/,TOTVS Departamentos Jurídicos|Departamentos Jurídicos|departamentos,juridico
TOTVS Gestão Jurídica - Linha Sisjuri,totvs-gestao-juridica-linha-sisjuri,Jurídico,Gestão,"Com o TOTVS Gestão Jurídica - Linha Sisjuri é possível acompanhar todas as variáveis envolvidas em processos judiciais, com agilidade e inteligência. A solução permite automatizar rotinas com eficiência e gerenciar grande número de processos.",https://produtos.totvs.com/produto/juridico/totvs-gestao-juridica-linha-sisjuri/,TOTVS Gestão Jurídica - Linha Sisjuri|Gestão Jurídica - Linha Sisjuri|Gestão Jurídica|Linha Sisjuri|totvs gestao juridica linha sisjuri,juridico
LMS by Afferolab,lms-by-afferolab,LMS by Afferolab,Gestão,"Conte com o LMS by Afferolab, um LMS (Learning Management System) completo e robusto, para atender todas as necessidades de gestão e secretaria on-line dos programas e instituições educacionais corporativas.",https://produtos.totvs.com/produto/lms-by-afferolab/,LMS by Afferolab,
LXP by Afferolab,lxp-by-afferolab,LXP by Afferolab,Gestão,"Tenha uma plataforma de educação para oferecer uma experiência de aprendizagem acelerada, com autonomia e protagonismo dos seus colaboradores.",https://produtos.totvs.com/produto/lxp-by-afferolab/,LXP by Afferolab,
Licitações by Portal de Contas Públicas,licitacoes-by-portal-de-contas-publicas,Licitações by Portal de Contas Públicas,Gestão,,https://produtos.totvs.com/produto/licitacoes-by-portal-de-contas-publicas/,Licitações by Portal de Contas Públicas|licitacoes by portal de contas publicas,
Linha Datasul,linha-datasul,Linha Datasul,Gestão,,https://produtos.totvs.com/produto/linha-datasul/,Linha Datasul,
Linha Protheus,linha-protheus,Linha Protheus,Gestão,,https://produtos.totvs.com/produto/linha-protheus/,Linha Protheus,
Logística,logistica,Logística,Gestão,Os produtos TOTVS estão em constante evolução para transpor desafios e acompanhar cada etapa da jornada digital da sua empresa.,https://produtos.totvs.com/produto/logistica/,Logística|logistica,
teste10,teste10,Logística,Gestão,,https://produtos.totvs.com/produto/logistica/teste10/,teste10,logistica
TOTVS Automação de Terminais,totvs-automacao-de-terminais,Logística,Gestão,,https://produtos.totvs.com/produto/logistica/totvs-automacao-de-terminais/,TOTVS Automação de Terminais|Automação de Terminais|totvs automacao de terminais,logistica
TOTVS Logística Recintos Aduaneiros,recintos-aduaneiros,Logística,Gestão,"O TOTVS Logística Recintos Aduaneiros é uma solução TOTVS para o gerenciamento da logística e armazenagem de produtos em recintos aduaneiros. É um sistema completo, que responde a todas as necessidades de importadores, exportadores e despachantes aduaneiros.",https://produtos.totvs.com/produto/logistica/recintos-aduaneiros/,TOTVS Logística Recintos Aduaneiros|Logística Recintos Aduaneiros|recintos aduaneiros,logistica
TOTVS Logística TMS,tms,Logística,Gestão,"O TOTVS Logística TMS é uma ferramenta especialista da TOTVS, voltada para transportadoras e operadoras de logística, com atuação nos mercados de carga consolidada ou fracionada. O sistema é dedicado ao gerenciamento específico de toda a documentação fiscal e contábil de operações logísticas.",https://produtos.totvs.com/produto/logistica/tms/,TOTVS Logística TMS|Logística TMS|tms,logistica
TOTVS Monitoramento Logístico,monitoramento-logistico,Logística,Gestão,,https://produtos.totvs.com/produto/logistica/monitoramento-logistico/,TOTVS Monitoramento Logístico|Monitoramento Logístico|monitoramento logistico,logistica
TOTVS Portal Logístico,totvs-portal-logistico,Logística,Gestão,,https://produtos.totvs.com/produto/logistica/totvs-portal-logistico/,TOTVS Portal Logístico|Portal Logístico|totvs portal logistico,logistica
TOTVS TMS SaaS,totvs-tms-saas,Logística,Gestão,"O TOTVS TMS SaaS digitaliza o processo logístico dos transportadores de ponta a ponta, evitando erros de negócios e falhas nos processos fiscais, para reduzir o custo de refaturamento dos serviços.",https://produtos.totvs.com/produto/logistica/totvs-tms-saas/,TOTVS TMS SaaS|TMS SaaS,logistica
TOTVS WMS – LINHA LOGIX,totvs-wms-linha-logix-logistica,Logística,Gestão,,https://produtos.totvs.com/produto/logistica/totvs-wms-linha-logix-logistica/,TOTVS WMS – LINHA LOGIX|WMS – LINHA LOGIX|totvs wms linha logix logistica,logistica
Make it Easy by iv2,make-it-easy-by-iv2,Make it Easy by iv2,Gestão,"O Make It Easy by iv2 facilita a organização de listas, tarefas, projetos e timesheets de forma integrada ao TOTVS Fluig Plataforma.",https://produtos.totvs.com/produto/make-it-easy-by-iv2/,Make it Easy by iv2,
Avaliação de Fornecedores By Mercado Eletrônico,avaliacao-de-fornecedores-by-mercado-eletronico,Manufatura,Gestão,,https://produtos.totvs.com/produto/manufatura/avaliacao-de-fornecedores-by-mercado-eletronico/,Avaliação de Fornecedores By Mercado Eletrônico|avaliacao de fornecedores by mercado eletronico,manufatura
Gestão de Contratos by Mercado Eletrônico,gestao-de-contratos-by-mercado-eletronico,Manufatura,Gestão,,https://produtos.totvs.com/produto/manufatura/gestao-de-contratos-by-mercado-eletronico/,Gestão de Contratos by Mercado Eletrônico|gestao de contratos by mercado eletronico,manufatura
Homologação de Fornecedores By Mercado Eletrônico,homologacao-de-fornecedores-by-mercado-eletronico,Manufatura,Gestão,,https://produtos.totvs.com/produto/manufatura/homologacao-de-fornecedores-by-mercado-eletronico/,Homologação de Fornecedores By Mercado Eletrônico|homologacao de fornecedores by mercado eletronico,manufatura
Manufatura,manufatura,Manufatura,Gestão,Os produtos TOTVS estão em constante evolução para transpor desafios e acompanhar cada etapa da jornada digital da sua empresa.,https://produtos.totvs.com/produto/manufatura/,Manufatura,
MES by PPI-Multitask,mes-by-ppi-multitask,Manufatura,Gestão,"O MES by PPI-Multitask é um sistema que faz toda a comunicação entre as máquinas industriais e o sistema de gestão da produção industrial da fábrica. Com ele, você automatiza processos e controla rotinas de forma prática. É a sua porta de entrada para a Indústria 4.0.",https://produtos.totvs.com/produto/manufatura/mes-by-ppi-multitask/,MES by PPI-Multitask|mes by ppi multitask,manufatura
TOTVS Comércio Exterior,totvs-comercio-exterior,Manufatura,Gestão,"O TOTVS Comércio Exterior é uma suíte de módulos, desenvolvida pela Thomson Reuters (empresa parceira da TOTVS), voltada para atender empresas que operam no comércio externo, seja como exportadores, importadores ou ambos. Com o sistema, você gerencia os processos de forma integrada ao ERP da sua empresa.",https://produtos.totvs.com/produto/manufatura/totvs-comercio-exterior/,TOTVS Comércio Exterior|Comércio Exterior|totvs comercio exterior,manufatura
TOTVS Gestão Ambiental,totvs-gestao-ambiental,Manufatura,Gestão,"O TOTVS Gestão Ambiental é um sistema, desenvolvido pela NG Informática (empresa parceira da TOTVS), para controlar todos os indicadores de gestão ambiental da sua empresa de forma versátil e amigável. Por meio dele, você pode gerenciar todos os impactos de suas atividades, produtos e serviços no meio ambiente, com foco total em sustentabilidade.",https://produtos.totvs.com/produto/manufatura/totvs-gestao-ambiental/,TOTVS Gestão Ambiental|Gestão Ambiental|totvs gestao ambiental,manufatura
TOTVS Importação e Exportação,totvs-importacao-e-exportacao,Manufatura,Gestão,"O TOTVS Importação e Exportação é um sistema, desenvolvido pela Thomson Reuters (empresa parceira da TOTVS), voltado para atender os processos de compra e venda de produtos no mercado externo. Com ele, você tem a gestão completa e integrada de todo o processo logístico, comercial, e das relações com fornecedores e despachantes, tudo de forma integrada ao ERP da sua empresa.",https://produtos.totvs.com/produto/manufatura/totvs-importacao-e-exportacao/,TOTVS Importação e Exportação|Importação e Exportação|totvs importacao e exportacao,manufatura
TOTVS Manufatura - Linha Datasul,totvs-manufatura-linha-datasul,Manufatura,Gestão,"O TOTVS Manufatura - Linha Datasul é uma solução especialista da TOTVS voltada para indústrias que por meio da gestão eficiente da sua fábrica, proporciona melhorias desde a entrada de insumos até a saída da linha de produção, com dashboards dinâmicos para ajudar sua empresa a tomar melhores decisões.",https://produtos.totvs.com/produto/manufatura/totvs-manufatura-linha-datasul/,TOTVS Manufatura - Linha Datasul|Manufatura - Linha Datasul|Manufatura|totvs manufatura linha datasul,manufatura
TOTVS Manufatura - Linha Logix,linha-logix-totvs-manufatura,Manufatura,Gestão,"O TOTVS Manufatura - Linha Logix é um sistema especialista da TOTVS voltado para indústrias que permite gerenciar todas as etapas do processo industrial , melhorando a qualidade de planejamento e agilizando o atendimento de pedidos. Um sistema robusto e flexível que prepara sua empresa para a indústria 4.0.",https://produtos.totvs.com/produto/manufatura/linha-logix-totvs-manufatura/,TOTVS Manufatura - Linha Logix|Manufatura - Linha Logix|Manufatura|linha logix totvs manufatura,manufatura
TOTVS Manufatura - Linha Protheus,totvs-manufatura-linha-protheus,Manufatura,Gestão,"O TOTVS Manufatura - Linha Protheus é um sistema especialista da TOTVS voltado para indústrias que permite gerenciar todas as etapas do processo industrial, com informações detalhadas e precisas sobre a produção. Um sistema robusto e flexível que prepara sua empresa para a indústria 4.0.",https://produtos.totvs.com/produto/manufatura/totvs-manufatura-linha-protheus/,TOTVS Manufatura - Linha Protheus|Manufatura - Linha Protheus|Manufatura|totvs manufatura linha protheus,manufatura
TOTVS Manufatura APS,totvs-manufatura-aps,Manufatura,Gestão,"O sistema TOTVS Manufatura APS possibilita o planejamento avançado de produção, com flexibilidade para atender indústrias de todos os tamanhos, nos mais diferentes segmentos. Além disso, a solução é integrada de forma nativa aos sistemas TOTVS Manufatura das linhas Protheus , Datasul e Logix.",https://produtos.totvs.com/produto/manufatura/totvs-manufatura-aps/,TOTVS Manufatura APS|Manufatura APS,manufatura
TOTVS MODA,totvs-moda-manufatura,Manufatura,Gestão,,https://produtos.totvs.com/produto/manufatura/totvs-moda-manufatura/,TOTVS MODA|MODA|totvs moda manufatura,manufatura
TOTVS OTIMIZAÇÃO LOGÍSTICA,totvs-otimizacao-logistica-manufatura,Manufatura,Gestão,,https://produtos.totvs.com/produto/manufatura/totvs-otimizacao-logistica-manufatura/,TOTVS OTIMIZAÇÃO LOGÍSTICA|OTIMIZAÇÃO LOGÍSTICA|totvs otimizacao logistica manufatura,manufatura
TOTVS ROTERIZAÇÃO E ENTREGAS,totvs-roterizacao-e-entregas-manufatura,Manufatura,Gestão,,https://produtos.totvs.com/produto/manufatura/totvs-roterizacao-e-entregas-manufatura/,TOTVS ROTERIZAÇÃO E ENTREGAS|ROTERIZAÇÃO E ENTREGAS|totvs roterizacao e entregas manufatura,manufatura
TOTVS WMS - LINHA DATASUL,totvs-wms-linha-datasul-manufatura,Manufatura,Gestão,,https://produtos.totvs.com/produto/manufatura/totvs-wms-linha-datasul-manufatura/,TOTVS WMS - LINHA DATASUL|WMS - LINHA DATASUL|WMS|totvs wms linha datasul manufatura,manufatura
TOTVS WMS – LINHA LOGIX,totvs-wms-linha-logix-manufatura,Manufatura,Gestão,,https://produtos.totvs.com/produto/manufatura/totvs-wms-linha-logix-manufatura/,TOTVS WMS – LINHA LOGIX|WMS – LINHA LOGIX|totvs wms linha logix manufatura,manufatura
TOTVS WMS – LINHA PROTHEUS,totvs-wms-linha-protheus-manufatura,Manufatura,Gestão,,https://produtos.totvs.com/produto/manufatura/totvs-wms-linha-protheus-manufatura/,TOTVS WMS – LINHA PROTHEUS|WMS – LINHA PROTHEUS|totvs wms linha protheus manufatura,manufatura
Manutenção de Ativos,manutencao-de-ativos,Manutenção de Ativos,Gestão,,https://produtos.totvs.com/produto/manutencao-de-ativos/,Manutenção de Ativos|manutencao de ativos,
TOTVS Manutenção de Ativos - Linha Datasul,linha-datasul-totvs-manutencao-de-ativos,Manutenção de Ativos,Gestão,"O TOTVS Manutenção de Ativos – Linha Datasul é um sistema altamente flexível, que pode ser configurado de acordo com as necessidades da sua operação.",https://produtos.totvs.com/produto/manutencao-de-ativos/linha-datasul-totvs-manutencao-de-ativos/,TOTVS Manutenção de Ativos - Linha Datasul|Manutenção de Ativos - Linha Datasul|Manutenção de Ativos|linha datasul totvs manutencao de ativos,manutencao-de-ativos
TOTVS Manutenção de Ativos - Linha Protheus,linha-protheus-totvs-manutencao-de-ativos,Manutenção de Ativos,Gestão,"O TOTVS Manutenção de Ativos - Linha Protheus é um sistema que permite controlar a sua gestão de ativos de forma automática e muito mais inteligente. Com ele, você programa a execução de todas as atividades de manutenção preventivas ou corretivas.",https://produtos.totvs.com/produto/manutencao-de-ativos/linha-protheus-totvs-manutencao-de-ativos/,TOTVS Manutenção de Ativos - Linha Protheus|Manutenção de Ativos - Linha Protheus|Manutenção de Ativos|linha protheus totvs manutencao de ativos,manutencao-de-ativos
PDV Mobile by Easy Analytics,pdv-mobile-by-easy-analytics,PDV Mobile by Easy Analytics,Gestão,"O PDV Mobile by Easy Analytics ajuda a eliminar filas e melhorar a experiência de compra dos clientes em suas lojas, já que permite fechar a vendas sem precisar ir até o caixa.",https://produtos.totvs.com/produto/pdv-mobile-by-easy-analytics/,PDV Mobile by Easy Analytics,
PEP,pep,PEP,Gestão,"O PEP é a solução de Prontuário Eletrônico de Pacientes da TOTVS. Com o sistema, aé possível controlar todos os processos de atendimento ao paciente, da recepção à internação, passando pelo controle de prescrições e procedimentos, entre outros.",https://produtos.totvs.com/produto/pep/,PEP,
Pedido Digital by Videosoft,pedido-digital-by-videosoft,Pedido Digital by Videosoft,Gestão,"O Pedido Digital by Videosoft é um sistema de autoatendimento para o segmento de Food Service, que dá ao cliente autonomia para fazer os pedidos digitalmente, de forma simples e rápida.",https://produtos.totvs.com/produto/pedido-digital-by-videosoft/,Pedido Digital by Videosoft,
Peticionamento by Loy Legal,peticionamento-by-loy-legal,Peticionamento by Loy Legal,Gestão,"Conte com o Peticionamento by Loy Legal para facilitar o envio de peticionamentos para todos os tribunais, independente do Estado e do software usado para as petições.",https://produtos.totvs.com/produto/peticionamento-by-loy-legal/,Peticionamento by Loy Legal,
Plataforma do Beneficiário by Mobile Saúde,plataforma-do-beneficiario-by-mobile-saude,Plataforma do Beneficiário by Mobile Saúde,Gestão,"Com a Plataforma do Beneficiário by Mobile Saúde é uma você tem um sistema completo de autoatendimento para o beneficiário, com Portal e App, e oferece escala ao atendimento da carteira de beneficiários do plano de saúde.",https://produtos.totvs.com/produto/plataforma-do-beneficiario-by-mobile-saude/,Plataforma do Beneficiário by Mobile Saúde|plataforma do beneficiario by mobile saude,
Gestão Deathcare by Duofy,gestao-deathcare-by-duofy,Prestadores de Serviços,Gestão,,https://produtos.totvs.com/produto/prestadores-de-servicos/gestao-deathcare-by-duofy/,Gestão Deathcare by Duofy|gestao deathcare by duofy,prestadores-de-servicos
Prestadores de Serviços,prestadores-de-servicos,Prestadores de Serviços,Gestão,Os produtos TOTVS estão em constante evolução para transpor desafios e acompanhar cada etapa da jornada digital da sua empresa.,https://produtos.totvs.com/produto/prestadores-de-servicos/,Prestadores de Serviços|prestadores de servicos,
Ronda de Trabalho by FindMe,ronda-de-trabalho-by-findme,Prestadores de Serviços,Gestão,"Com o Ronda de Trabalho by FindMe é possível saber exatamente o que está acontecendo em campo, controlando e registrando o resultado das rondas de supervisão executadas em cada contrato.",https://produtos.totvs.com/produto/prestadores-de-servicos/ronda-de-trabalho-by-findme/,Ronda de Trabalho by FindMe,prestadores-de-servicos
